Mob_Name,Brand,Mob_Variant,Mob_Price,Mob_Star_Rating,Ratings,Mob_Review,Ram,GB/MB,Rom,GB/MB,Display,Battery,Camera
Micromax S213,Micromax, S21,1260,3.9,265,5,3,MB,32,MB,6.1 cm (2.4 inch) Display,2500 mAh Battery,0.08MP Rear Camera
"SAMSUNG Galaxy S23 FE (Graphite, 256 GB)",SAMSUNG, Galaxy S23 FE ,44999,4.3,10926,736,8,GB,256,GB,16.26 cm (6.4 inch) Full HD+ Display,4500 mAh Battery,50MP + 12MP | 10MP Front Camera
itel ACE 2,itel, ACE ,899,3.8,26,1,4,MB,32,MB,4.57 cm (1.8 inch) NA Display,1000 mAh Battery,0.3MP + 0MP | 0MP Front Camera
"realme GT 6 (Fluid Silver, 512 GB)",realme, GT 6 ,44999,4.5,749,82,1,GB,512,GB,17.22 cm (6.78 inch) Full HD+ Display,5500 mAh Battery,50MP + 8MP + 50MP | 32MP Front Camera
KARBONN K9 Yuva Keypad Mobile| 2500 mAh Battery|2MP Camera|Expandable Memory up to 32GB,KARBONN, K9 Yuva Keypad Mobile| 2500 mAh Battery|2MP Camera|Expandable Memory up to 32G,1175,3.8,1641,98,6,GB,32,GB,4.57 cm (1.8 inch) QVGA Display,2502 mAh Battery,2MP Rear Camera
"REDMI Note 13 5G (Arctic White, 256 GB)",REDMI, Note 13 5G ,19495,4.1,5482,316,8,GB,256,GB,16.94 cm (6.67 inch) Display,5000 mAh Battery,108MP Rear Camera
"Nothing Phone (2a) 5G (White, 256 GB)",Nothing, Phone ,25999,4.4,39869,4064,8,GB,256,GB,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,50MP (OIS) + 50MP | 32MP Front Camera
"Nothing Phone (2a) 5G (Black, 256 GB)",Nothing, Phone ,25999,4.4,39869,4064,8,GB,256,GB,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,50MP (OIS) + 50MP | 32MP Front Camera
"Nothing Phone (2a) 5G (White, 128 GB)",Nothing, Phone ,23999,4.4,39869,4064,8,GB,128,GB,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,50MP (OIS) + 50MP | 32MP Front Camera
"Nothing Phone (2a) 5G (Black, 128 GB)",Nothing, Phone ,23999,4.4,39869,4064,8,GB,128,GB,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,50MP (OIS) + 50MP | 32MP Front Camera
"Nokia 110 4G Dual Sim, Keypad Mobile, Wireless FM Radio and Rear Camera",Nokia," 110 4G Dual Sim, Keypad Mobile, Wireless FM Radio and Rear Camer",2619,4.1,564,25,3,MB,32,MB,4.5 cm (1.77 inch) Display,1450 mAh Battery,0.08MP Rear Camera
