Mob_Name,Brand,Mob_Variant,Mob_Price,Mob_Star_Rating,Ratings,Mob_Review,Ram,GB/MB,Rom,GB/MB,Display,Battery,Camera
"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)",SAMSUNG, Galaxy F34 5G ,14999,4.2,10341,797,8,GB,128,GB,16.51 cm (6.5 inch) Full HD+ Display,6000 mAh Battery,50MP (OIS) + 8MP + 2MP | 13MP Front Camera
"Motorola Edge 50 Pro 5G with 68W Charger (Luxe Lavender, 256 GB)",Motorola, Edge 50 Pro 5G with 68W Charger ,31999,4.4,22237,1954,8,GB,256,GB,17.02 cm (6.7 inch) Display,4500 mAh Battery,50MP + 13MP + 10MP | 50MP Front Camera
"REDMI 12 5G (Jade Black, 128 GB)",REDMI, 12 5G ,12499,4.2,44521,2061,6,GB,128,GB,17.25 cm (6.79 inch) Full HD+ Display,5000 mAh Battery,50MP + 2MP | 8MP Front Camera
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)",SAMSUNG, Galaxy F14 5G ,10990,4.2,45415,2979,4,GB,128,GB,16.76 cm (6.6 inch) Full HD+ Display,6000 mAh Battery,50MP + 2MP | 13MP Front Camera
"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)",SAMSUNG, Galaxy F34 5G ,14999,4.2,10341,797,8,GB,128,GB,16.51 cm (6.5 inch) Full HD+ Display,6000 mAh Battery,50MP (OIS) + 8MP + 2MP | 13MP Front Camera
"REDMI 13C 5G (Startrail Green, 128 GB)",REDMI, 13C 5G ,10499,4.3,12928,426,4,GB,128,GB,17.12 cm (6.74 inch) HD+ Display,5000 mAh Battery,50MP Rear Camera | 5MP Front Camera
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)",POCO, M6 5G - Locked with Airtel Prepaid ,8249,4.1,35498,1968,4,GB,128,GB,17.12 cm (6.74 inch) HD+ Display,5000 mAh Battery,50MP Rear Camera | 5MP Front Camera
"REDMI 12 (Jade Black, 128 GB)",REDMI, 12 ,9249,4.2,49813,3316,6,GB,128,GB,17.25 cm (6.79 inch) Full HD+ Display,5000 mAh Battery,50MP + 8MP + 2MP | 8MP Front Camera
"Infinix SMART 8 HD (Crystal Green, 64 GB)",Infinix, SMART 8 HD ,6699,4.3,33657,2352,3,GB,64,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,13MP + AI Lens | 8MP Front Camera
"Infinix SMART 8 HD (Galaxy White, 64 GB)",Infinix, SMART 8 HD ,6699,4.3,33657,2352,3,GB,64,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,13MP + AI Lens | 8MP Front Camera
"Infinix SMART 8 HD (Shiny Gold, 64 GB)",Infinix, SMART 8 HD ,6699,4.3,33657,2352,3,GB,64,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,13MP + AI Lens | 8MP Front Camera
"Infinix SMART 8 HD (Timber Black, 64 GB)",Infinix, SMART 8 HD ,6699,4.3,33657,2352,3,GB,64,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,13MP + AI Lens | 8MP Front Camera
"Infinix SMART 8 (Shiny Gold, 64 GB)",Infinix, SMART 8 ,7299,4.3,22496,1407,4,GB,64,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,50MP + AI Lens | 8MP Front Camera
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,LAVA, A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32G,1209,4.1,1506,97,4,GB,32,GB,4.5 cm (1.77 inch) Display,1750 mAh Battery,0.3MP Rear Camera | 0.3MP Front Camera
"Infinix SMART 8 (Shiny Gold, 128 GB)",Infinix, SMART 8 ,7999,4.3,7852,463,8,GB,128,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,50MP + AI Lens | 8MP Front Camera
"Infinix SMART 8 (Timber Black, 128 GB)",Infinix, SMART 8 ,7999,4.3,7852,463,8,GB,128,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,50MP + AI Lens | 8MP Front Camera
