Mob_Name,Brand,Mob_Variant,Mob_Price,Mob_Star_Rating,Ratings,Mob_Review,Ram,GB/MB,Rom,GB/MB,Display,Battery,Camera
"itel P55T (Astral Black, 128 GB)",itel, P55T ,7299,4.2,97,3,4,GB,128,GB,16.66 cm (6.56 inch) Display,6000 mAh Battery,50MP Rear Camera | 8MP Front Camera
Nokia 105,Nokia, 10,1600,3.4,733,37,3,MB,32,MB,4.5 cm (1.77 inch) NA Display,5000 mAh Battery,0MP | 0MP Front Camera
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)",SAMSUNG, Galaxy M14 5G ,13499,4.2,24516,1537,6,GB,128,GB,16.76 cm (6.6 inch) Display,6000 mAh Battery,50MP Rear Camera
Nokia 105,Nokia, 10,1315,4.1,31550,2715,,MB,,MB,3.56 cm (1.4 inch) Display,,
"Tecno Pova 6 Pro 5G (Comet Green, 256 GB)",Tecno, Pova 6 Pro 5G ,19999,4.3,218,9,8,GB,256,GB,17.22 cm (6.78 inch) Full HD Display,6000 mAh Battery,108MP Rear Camera | 32MP Front Camera
Kechaoda K66 The Music House 4,Kechaoda, K66 The Music House ,1127,3.9,21320,1477,3,MB,64,MB,4.57 cm (1.8 inch) QVGA Display,400 mAh Battery,
"OPPO A59 5G (Silk Gold, 128 GB)",OPPO, A59 5G ,13999,4.3,951,49,4,GB,128,GB,16.66 cm (6.56 inch) HD+ Display,5000 mAh Battery,13MP + 2MP | 8MP Front Camera
"REDMI A3 (Lake Blue, 128 GB)",REDMI, A3 ,8730,4.0,596,34,6,GB,128,GB,17.04 cm (6.71 inch) HD+ Display,5000 mAh Battery,8MP Rear Camera | 5MP Front Camera
"vivo Y02 (Sunset Gold, 32 GB)",vivo, Y02 ,7985,4.2,1349,58,3,GB,32,GB,16.54 cm (6.51 inch) Display,5000 mAh Battery,8MP Rear Camera
"LAVA Blaze Pro 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1TB (Radiant Pearl, ...",LAVA, Blaze Pro 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1TB ,12160,4.2,564,77,8,MB,128,MB,17.22 cm (6.78 inch) Full HD+ Display,5000 mAh Battery,50MP Rear Camera
"REDMI Note 13 5G (Arctic White, 128 GB)",REDMI, Note 13 5G ,14905,4.2,10577,639,6,GB,128,GB,16.94 cm (6.67 inch) Display,5000 mAh Battery,108MP Rear Camera
"realme Narzo N53 (Feather Black, 128 GB)",realme, Narzo N53 ,11998,4.2,4901,249,6,GB,128,GB,17.12 cm (6.74 inch) Display,5000 mAh Battery,50MP Rear Camera
"realme 12 5G (Twilight Purple, 128 GB)",realme, 12 5G ,16999,4.4,6793,445,6,GB,128,GB,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,108MP + 2MP | 8MP Front Camera
"realme 12 5G (Woodland Green, 128 GB)",realme, 12 5G ,16999,4.4,6793,445,6,GB,128,GB,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,108MP + 2MP | 8MP Front Camera
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)",SAMSUNG, Galaxy M14 5G ,11248,4.2,6444,343,4,GB,128,GB,16.76 cm (6.6 inch) Display,6000 mAh Battery,50MP Rear Camera
"OPPO Reno11 Pro 5G (Pearl White, 256 GB)",OPPO, Reno11 Pro 5G ,37999,4.3,2980,401,1,GB,256,GB,17.02 cm (6.7 inch) Full HD+ Display,4600 mAh Battery,50MP + 8MP + 32MP | 32MP Front Camera
KARBONN K9 Yuva Keypad Mobile| 2500 mAh Battery|2MP Camera|Expandable Memory up to 32GB,KARBONN, K9 Yuva Keypad Mobile| 2500 mAh Battery|2MP Camera|Expandable Memory up to 32G,1125,3.8,1641,98,6,GB,32,GB,4.57 cm (1.8 inch) QVGA Display,2502 mAh Battery,2MP Rear Camera
"OPPO A3 Pro 5G (Starry Black, 256 GB)",OPPO, A3 Pro 5G ,19999,4.2,320,17,8,GB,256,GB,16.94 cm (6.67 inch) Display,5100 mAh Battery,50MP + 2MP | 8MP Front Camera
"LAVA Blaze Pro 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1TB (Starry Night, 1...",LAVA, Blaze Pro 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1TB ,12270,4.2,564,77,8,MB,128,MB,17.22 cm (6.78 inch) Full HD+ Display,5000 mAh Battery,50MP Rear Camera
"itel P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB (Galaxy Blue, 64 GB)",itel, P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB ,9158,4.2,929,62,4,GB,64,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,50MP Rear Camera
"realme Narzo N53 (Feather Gold, 128 GB)",realme, Narzo N53 ,10900,4.2,1839,92,8,GB,128,GB,17.12 cm (6.74 inch) HD+ Display,5000 mAh Battery,50MP Rear Camera
MOTOROLA A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32GB,MOTOROLA, A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32G,1484,4.2,11,0,4,GB,,GB,4.57 cm (1.8 inch) Display,,
MOTOROLA A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32GB,MOTOROLA, A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32G,1484,4.2,11,0,4,GB,,GB,4.57 cm (1.8 inch) Display,,
"MOTOROLA G04 (Concord Black, 64 GB)",MOTOROLA, G04 ,6999,4.2,13826,891,4,GB,64,GB,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,16MP Rear Camera | 5MP Front Camera
