Mob_Name,Brand,Mob_Variant,Mob_Price,Mob_Star_Rating,Ratings,Mob_Review,Ram,GB/MB,Rom,GB/MB,Display,Battery,Camera
BlackZone ECO X,BlackZone, ECO ,1569,4.0,8539,522,3,MB,32,MB,4.5 cm (1.77 inch) NA Display,1100 mAh Battery,0.3MP Rear Camera
"realme Narzo N65 5G (Amber Gold, 128 GB)",realme, Narzo N65 5G ,11313,4.4,131,3,4,GB,128,GB,16.94 cm (6.67 inch) Display,5000 mAh Battery,50MP Rear Camera
Kechaoda K115,Kechaoda, K11,1050,4.1,35866,2495,3,MB,32,MB,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,0.3MP Rear Camera
"IQOO Z9 Lite 5G (Mocha Brown, 128 GB)",IQOO, Z9 Lite 5G ,12653,0.0,0,0,6,GB,128,GB,16.66 cm (6.56 inch) Display,5000 mAh Battery,50MP Rear Camera
"SAMSUNG Galaxy A35 5G (Awesome Iceblue, 128 GB)",SAMSUNG, Galaxy A35 5G ,33999,4.3,511,34,8,GB,128,GB,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Battery,50MP + 8MP + 5MP | 13MP Front Camera
"Apple iPhone 12 (Blue, 128 GB)",Apple, iPhone 12 ,44999,4.6,210419,13888,,GB,,GB,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP | 12MP Front Camera
"itel P55 (Aurora Blue, 128 GB)",itel, P55 ,7639,4.1,105,6,8,GB,128,GB,16.66 cm (6.56 inch) HD Display,5000 mAh Battery,50MP Rear Camera | 8MP Front Camera
itel it2165s,itel, it2165,949,3.6,20,4,4,MB,4,MB,5.08 cm (2 inch) Display,1200 mAh Battery,0.3MP Rear Camera
"OPPO A78 (Aqua Green, 128 GB)",OPPO, A78 ,14000,4.3,910,57,8,GB,128,GB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,5000 mAh Battery,50MP + 2MP | 8MP Front Camera
"Google Pixel 7a (Charcoal, 128 GB)",Google, Pixel 7a ,37999,4.1,19808,2088,8,GB,128,GB,15.49 cm (6.1 inch) Full HD+ Display,4300 mAh Battery,64MP (OIS) + 13MP | 13MP Front Camera
"REDMI Note 13 5G (Stealth Black, 128 GB)",REDMI, Note 13 5G ,16999,4.2,10577,639,6,GB,128,GB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,108MP + 2MP | 16MP Front Camera
"Motorola G32 (Mineral Gray, 128 GB)",Motorola, G32 ,10999,4.2,122224,9911,8,GB,128,GB,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,50MP + 8MP + 2MP | 16MP Front Camera
"REDMI 11 Prime (Flashy Black, 128 GB)",REDMI, 11 Prime ,9990,4.3,18823,992,6,GB,128,GB,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Battery,50MP + 2MP + 2MP | 8MP Front Camera
"itel it5027 6.1cm Screen,1200mAh Battery Wireless FM Radio with Recording,KingVoice",itel," it5027 6.1cm Screen,1200mAh Battery Wireless FM Radio with Recording,KingVoic",1175,3.8,459,30,4,MB,4,MB,6.1 cm (2.4 inch) Display,1200 mAh Battery,0.3MP Rear Camera
